Employer,"Doing Business As","Account Status","Date Enrolled","Date Terminated","Workforce Size","Number of Hiring Sites","Hiring Site Locations (by state)"
"Ryan Consulting Group","RYAN Consulting Group",Open,01/16/2020,,"100 to 499",11,"AL, CA, CO, DC, GA, IN, MD, MO, OH, TX, VA"
"Ryan INC",,Open,09/26/2022,,"20 to 99",10,"GA, NC, SC, VA"
"Ryan Incorporated",PlantHouse,Open,10/27/2021,,"20 to 99",10,"GA, NC, SC, VA"
"RYAN INTERIORS INC",,Open,10/18/2017,,"20 to 99",1,VA
"RYAN MARINE, INC",,Open,06/18/2015,,"5 to 9",1,VA
"Ryan T. Felker","Central Virginia Lawn Care",Open,11/16/2022,,"20 to 99",1,VA
"Rybec Logistics LLC",,Open,04/11/2023,,"20 to 99",1,VA
"Ryder System, Inc & all its subsidiaries",,Open,03/19/2014,,"10,000 and over",1215,"AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
"Ryder System, Inc & all its subsidiaries",Ryder,Open,02/19/2020,,"10,000 and over",1449,"AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV"
"Ryen Creek LLC","Kiddie Academy of South Riding",Open,04/25/2018,,"20 to 99",1,VA
"Rylander Technology Group, Inc.",,Open,10/20/2009,,"5 to 9",1,VA
"Ryvor Hospex LLC",,Open,03/12/2018,,"100 to 499",21,"DC, FL, GA, NC, TX, VA"
"Ryzing Technologies LLC","Ryzing Technologies",Open,02/02/2021,,"10 to 19",1,VA
"S & E Progressions, LLC","The Treat Shop",Open,03/01/2019,,"5 to 9",1,VA
"S & K Enterprises LLC","S & K Enterprises LLC",Open,10/10/2018,,"10 to 19",3,"CO, NY, VA"
"S & S CONCRETE CUTTING COMPANY, INC",,Open,08/30/2011,,"5 to 9",1,VA
"S A Medical of Virginia Inc",,Open,04/17/2014,,"20 to 99",1,VA
"S D Technologies, Inc",,Open,03/30/2010,,"5 to 9",1,VA
"S Drah Courier Inc.",,Open,01/06/2011,,"10 to 19",1,VA
"S J Conner and Sons Inc",,Open,04/15/2013,,"20 to 99",1,VA
"S K Contractors",,Open,09/13/2011,,"5 to 9",1,VA
"S K Contractors Group Inc.",,Open,11/08/2007,,"10 to 19",1,VA
"S Lewis Lionberger Construction Co.",,Open,03/28/2012,,"20 to 99",1,VA
"S M Resources Corporation",,Open,01/25/2017,,"20 to 99",2,VA
"S Nimbus LLC",,Open,04/21/2021,,"10 to 19",11,VA
"S$J Food service LLC","COCOS Food International Market",Open,01/31/2017,,"20 to 99",1,VA
"S&D Solutions LLC",StartFinder,Open,09/26/2016,,"20 to 99",24,"DC, MD, VA"
"S&G Property Management",,Open,03/08/2012,,"20 to 99",1,VA
"S&J Enterprise 1 Inc.",,Open,07/13/2022,,"5 to 9",1,VA
"S&J Enterprises","Buffalo Wild Wings",Open,04/03/2011,,"20 to 99",1,VA
"S&J Enterprises","Buffalo Wild Wings",Open,12/17/2020,,"20 to 99",1,VA
"S&J Enterprises, LC",,Open,05/31/2013,,"20 to 99",1,VA
"S&J Enterprises,LLC",,Open,05/26/2015,,"20 to 99",1,VA
"S&J Military Sales",,Open,09/18/2019,,"10 to 19",1,VA
"S&K EXPRESS LOGISTICS INC",,Open,04/13/2023,,"10 to 19",1,VA
"S&K Sales Co",,Open,08/10/2015,,"100 to 499",3,"HI, TX, VA"
"S&K Sales Co.",,Open,04/06/2022,,"100 to 499",1,VA
"S&M Flooring, LLC",,Open,01/31/2017,,"10 to 19",1,VA
"S&P Investment Group, LLC","Duck Donuts",Open,08/09/2017,,"20 to 99",1,VA
"S&S Machine, Inc.",,Open,08/29/2022,,"100 to 499",1,VA
"S&S Marine LLC",,Open,07/07/2017,,"5 to 9",1,VA
"s&s precision",,Open,11/17/2014,,"20 to 99",1,VA
"S&T Commercial Cabinets, LLC.","S&T Commercial Cabinets, LLC.",Open,09/22/2020,,"10 to 19",1,VA
"S-Works Construction Corporation","S-Works Construction Corporation",Open,02/10/2021,,"5 to 9",1,VA
"S. A. Seaman Concrete Construction, Inc.",,Open,03/25/2010,,"10 to 19",1,VA
"S. A.CORP","VACUUMS UNLIMITED",Open,01/09/2012,,"10 to 19",1,VA
"S. R. Draper Paving Company",,Open,06/12/2008,,"20 to 99",1,VA
"S. Stephens Cable Construction, Inc.","S. Stephens Cable Construction, Inc.",Open,11/23/2010,,"20 to 99",1,VA
"S. W. Rodgers Company, Inc.",,Open,02/13/2006,,"500 to 999",1,VA
"S.A. KITSINIAN INC.",,Open,09/27/2018,,"20 to 99",4,"CA, NC, SC, VA"
"S.A.P. CONTRACTING CORPORATION",,Open,12/09/2016,,"5 to 9",1,VA
"S.A.P. CONTRACTING CORPORATION","SAP CONTRACTING CORPORATION",Open,03/29/2023,,"20 to 99",1,VA
"S.B. Ballard Construction Company",,Open,06/08/2010,,"100 to 499",1,VA
"S.B. Cox, Inc.",,Open,06/08/2011,,"100 to 499",1,VA
"S.C. Rossi & Company, Inc.",,Open,01/08/2021,,"20 to 99",1,VA
"S.E. Parker, Inc.",,Open,01/11/2016,,"10 to 19",1,VA
"S.K kapoor inc","7- eleven",Open,03/05/2019,,"10 to 19",2,VA
"S.L. Hinson Associates, LLLP",,Open,03/28/2016,,"5 to 9",1,VA
"S.L. Williamson Company Incorporated",,Open,01/20/2015,,"100 to 499",1,VA
"S.P. Richards",,Open,11/22/2013,,"1,000 to 2,499",47,"AL, AZ, CA, CO, FL, GA, IL, IN, LA, MD, MI, MN, MT, NC, NH, NJ, NV, NY, OH, OK, PA, TN, TX, UT, VA, WA"
"S.W. FUNK INDUSTRIAL CONTRACTORS INCORPORATED",,Open,01/08/2010,,"20 to 99",1,VA
"S.W. Watkins & Co., Inc.","Watkins & Co., Inc.",Open,03/08/2022,,"10 to 19",1,VA
"S2 Analytical Solutions","S2 Analytical Solutions, LLC",Open,02/20/2023,,"100 to 499",1,VA
"S3 Contracting LLC",,Open,12/21/2021,,"5 to 9",1,VA
"saab financial corp dba saab mortgage",,Open,06/02/2009,,"10 to 19",1,VA
"Saab Inc.",,Open,03/11/2010,,"100 to 499",4,"DC, FL, NY, VA"
"Saab Sensis Corporation",,Open,10/14/2009,,"500 to 999",4,"CA, NY, VA"
"SAAJ LLC",,Open,06/21/2017,,"20 to 99",2,"NJ, VA"
"Saas on point LLC",,Open,06/22/2022,,"100 to 499",1,VA
"SAAS Technologoies Inc.","SAAS Technologoies Inc.",Open,01/28/2021,,"10 to 19",8,"AZ, CT, KS, MD, NJ, PA, TX, VA"
"SaaSOptics, LLC",,Open,10/02/2018,,"20 to 99",4,"AZ, FL, GA, VA"
"Saastrix LLC",,Open,06/20/2018,,"5 to 9",3,"MD, TX, VA"
"Saavedra & Hidalgo Family LLC",,Open,02/20/2014,,"5 to 9",2,VA
"Sabaidee Thailand, LLC",,Open,03/31/2020,,"20 to 99",1,VA
"Sabel Systems Technology Solutions",,Open,04/22/2020,,"100 to 499",113,"GA, OH, VA"
"Sabel Systems Technology Solutions, LLC",,Open,10/11/2018,,"100 to 499",5,"GA, OH, OK, VA"
Saber,"Clarksville Health and Rehab",Open,02/15/2023,,"100 to 499",1,VA
"Sabi IT and Security Solutions, Inc.","SISS Corp",Open,08/02/2017,,"5 to 9",1,VA
"SABIC Innovative Plastics LLC",,Open,06/27/2012,,"2,500 to 4,999",111,"AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, GU, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY"
"Sabot Express, Inc","Sabot Express, Inc",Open,06/22/2018,,"10 to 19",1,VA
"Sabot Express, Inc.",,Open,08/23/2022,,"20 to 99",1,VA
"Sabot Freight Services, Inc.",,Open,08/23/2022,,"10 to 19",1,VA
"Sabot Freight Services, Inc.","Sabot Freight Services, Inc.",Open,09/11/2018,,"10 to 19",1,VA
"Sabra Dipping Company Inc",,Open,06/21/2018,,"500 to 999",1,VA
"Sabree Software Services, LLC.",,Open,04/27/2016,,"5 to 9",1,VA
"Sabrelmon Media Corporation",,Open,06/06/2017,,"5 to 9",2,"MD, VA"
"Saddle Creek Corporation",,Open,11/15/2018,,"2,500 to 4,999",51,"AL, CA, FL, GA, IL, IN, KY, MS, NC, NJ, OH, PA, SC, TN, TX, VA"
"Saddle Creek Transportation Services, LLC",,Open,12/05/2018,,"2,500 to 4,999",51,"AL, CA, FL, GA, IL, IN, KY, MS, NC, NJ, OH, PA, SC, TN, TX, VA"
"Saddle Creek Transportation, Inc.",,Open,12/05/2018,,"2,500 to 4,999",51,"AL, CA, FL, GA, IL, IN, KY, MS, NC, NJ, OH, PA, SC, TN, TX, VA"
"Sadler Brothers Oil Co",,Open,04/20/2018,,"20 to 99",1,VA
"SADOLA VENTURES",,Open,01/11/2008,,"5 to 9",1,VA
"Saeed Associates, Chartered",,Open,11/16/2020,,"5 to 9",1,VA
"Safe And Sound Security Systems, Inc.",,Open,08/20/2018,,"10 to 19",2,"VA, WV"
"Safe Harbor Child Advocacy Center",,Open,11/03/2020,,"5 to 9",1,VA
"safe haven inc",,Open,07/03/2008,,"20 to 99",1,VA
"SAFEbuilt / CGA","SAFEbuilt / CGA",Open,03/22/2019,,"100 to 499",29,"CA, CO, FL, GA, IL, MI, MN, NC, OH, SC, TN, VA, WA, WI"
"Safeguard Privacy Protection Services Inc","Safeguard Shredding",Open,01/15/2014,,"10 to 19",1,VA
"SafeGuard World International LLC","Safeguard Global",Open,04/07/2021,,"20 to 99",13,"AL, AZ, CA, FL, MA, MI, MN, NC, NJ, NY, PA, TX, VA"
"SafeGuard World International, LLC","Safeguard Global",Open,05/26/2021,,"20 to 99",12,"AL, AZ, CA, MA, MI, MN, NC, NJ, NY, PA, TX, VA"
"SafeHaven Regional LLC","SafeHaven Regional LLC",Open,08/04/2021,,"10 to 19",1,VA
"Safety Net Data Advisors Incorporated",SaNDAI,Open,08/24/2021,,"10 to 19",1,VA
"Safety Performance Solutions, Inc.",,Open,06/09/2016,,"5 to 9",1,VA
"Safety Railway Service, L.P.",,Open,07/31/2013,,"100 to 499",10,"IN, KY, LA, TN, TX, VA, WV"
"Safeware Inc",,Open,10/21/2009,,"100 to 499",7,"CO, FL, GA, MD, PA, VA"
"Safran USA, INC.",,Open,12/18/2019,,"10,000 and over",134,"AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
"SAFRO CORP",,Open,02/24/2022,,"20 to 99",4,"NC, VA, WV"
"SAG Corporation",,Open,10/13/2009,,"10 to 19",1,VA
"Sagamore Institute, Inc.",,Open,06/30/2014,,"10 to 19",2,"IN, VA"
"Sage & Bell, CPA",,Open,08/26/2008,,"5 to 9",76,"AL, FL, GA, KS, MS, NC, OH, PA, SC, VA"
"Sage Analysis Group Inc","Sage Analysis Group Inc",Open,05/27/2020,,"20 to 99",2,"MA, VA"
"Sage Communications",,Open,02/25/2009,,"20 to 99",1,VA
"Sage Communications Llc",,Open,04/12/2022,,"100 to 499",1,VA
"Sage Computing, Inc",,Open,12/15/2010,,"20 to 99",1,VA
"Sage Consulting Group, Inc.",,Open,11/09/2016,,"20 to 99",1,VA
"SAGE EVENT MANAGEMENT, INC.",,Open,01/08/2015,,"5 to 9",5,"CO, IL, SC, VA"
"Sage Title Group, LLC",,Open,03/21/2022,,"100 to 499",47,"MD, NC, NJ, PA, SC, VA"
"Sagebrush Treatment Center",,Open,02/01/2019,,"20 to 99",1,VA
SageNet,,Open,09/25/2018,,"100 to 499",1,VA
"SageView Advisory Group INC",,Open,10/02/2015,,"20 to 99",5,"CA, FL, VA"
"Saggezza, Inc.",,Open,01/27/2009,,"100 to 499",3,"CA, IL, VA"
"Sagitec Solutions, LLC",,Open,09/04/2009,,"100 to 499",18,"CA, CO, FL, KS, KY, MA, MD, MN, MO, MT, ND, NY, OH, SC, VA"
"Sagres Construction Corp.",,Open,06/21/2012,,"100 to 499",1,VA
"sahajanand krups food franchise llc","dunkin donut",Open,02/02/2018,,"20 to 99",1,VA
"SAI 9 LLC",,Open,10/08/2009,,"10 to 19",1,VA
"Saia Inc.",,Open,11/09/2021,,"10,000 and over",178,"AL, AR, AZ, CA, CO, CT, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MI, MN, MO, MS, NC, NE, NJ, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, VT, WA, WI, WY"
"Saibersmart LLC",,Open,10/28/2019,,"5 to 9",1,VA
"Saiia Construction Company LLC",,Open,05/19/2021,,"100 to 499",31,"AL, FL, GA, KY, LA, MS, SC, VA"
"Saint Francis Home",,Open,02/08/2012,,"20 to 99",1,VA
"Saint Michael College of Allied Health","Saint Michael College of Allied Health",Open,01/15/2013,,"10 to 19",1,VA
"Saintech Solutions LLC",,Open,11/12/2015,,"5 to 9",5,"DC, IL, MD, TX, VA"
"Saints Express Inc",,Open,06/10/2021,,"20 to 99",1,VA
"SaiTech, Inc.",,Open,03/28/2008,,"20 to 99",6,"CA, DC, MS, OH, VA"
"Saja Capital",,Open,05/21/2020,,"100 to 499",10,VA
"SAK DEVELOPERS LLC",,Open,03/12/2020,,"20 to 99",1,VA
"SAK LLC","Vienna Cruz & Shine Car Wash",Open,07/15/2021,,"10 to 19",1,VA
"Sakan Logistics Corporation",,Open,08/27/2022,,"20 to 99",1,VA
"Salamander Farm",,Open,05/05/2009,,"20 to 99",1,VA
"Salamander Hospitality",,Open,02/18/2009,,"20 to 99",4,VA
"Salamander Hospitality",,Open,05/24/2022,,"20 to 99",1,VA
"Salamander Middleburg, LLC","Market Salamander",Open,08/26/2015,,"20 to 99",1,VA
"Salamander Resort Employer, LLC",,Open,06/13/2022,,"100 to 499",1,VA
"Salamander Resort Employer, LLC","Salamander Resort & Spa",Open,06/07/2022,,"100 to 499",1,VA
"Salem City Schools","Salem City Schools",Open,06/01/2016,,"500 to 999",1,VA
"Salem Communications Holding Corporation",,Open,02/01/2019,,"500 to 999",29,"AR, AZ, CA, DC, FL, GA, IL, IN, KY, MA, MI, MN, MO, OH, OR, PA, SC, TN, TX, VA"
"SALEM FACILITY LLC",,Open,06/14/2021,,"100 to 499",1,VA
"Salem Health & Rehab Center","Medical Facilities of America",Open,03/13/2013,,"100 to 499",1,VA
"SALEM HOSPITALISTS, LLC",,Open,08/03/2015,,"20 to 99",1,VA
"Salem InfoTech Inc","Salem InfoTech Inc",Open,04/25/2016,,"5 to 9",1,VA
"Salem News, Inc.",,Open,01/31/2022,,"5 to 9",4,"CA, DC, VA"
"Salem Radio Network, Inc.",,Open,02/04/2019,,"20 to 99",5,"CA, NY, TN, TX, VA"
"Salem Stone Corporation",,Open,12/12/2013,,"100 to 499",1,VA
"Salem Web Network, LLC",,Open,02/04/2019,,"100 to 499",2,"CA, VA"
"Sales & Marketing Group, Inc.",,Open,06/15/2015,,"20 to 99",8,"DC, DE, MD, NJ, NY, PA, VA"
"salesforce.com, inc.",,Open,05/22/2008,,"10,000 and over",54,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NV, NY, OH, OR, PA, RI, SC, TN, TX, UT, VA, WA, WI"
"Salesforce.com, Inc.",,Open,05/03/2021,,"10,000 and over",37,"AZ, CA, CO, DC, FL, GA, IL, IN, MA, MN, NC, NJ, NY, OR, TN, TX, VA, WA"
"Saliense Consulting LLC",,Open,04/21/2022,,"20 to 99",1,VA
"Salient Commercial Solutions Inc.",,Open,09/02/2015,,"20 to 99",1,VA
"Salient CRGT, Inc.",,Open,09/02/2015,,"1,000 to 2,499",1,VA
"Salient International Solutions, Inc.",,Open,07/20/2015,,"20 to 99",1,VA
"Sallie Mae Corporation",,Open,06/05/2015,,"1,000 to 2,499",5,"DE, IN, MA, UT, VA"
"Sally Beauty Holdings, Inc.",,Open,01/04/2017,,"10,000 and over",4424,"AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
"Salmon Group, Inc.",,Open,09/26/2013,,"20 to 99",5,"DC, MD, MN, VA, WA"
"Salmons Specialized Hauling, Inc.",,Open,06/22/2009,,"20 to 99",1,VA
"Salon Khouri Ltd.",,Open,12/02/2005,,"10 to 19",1,VA
"Salter Mitchell Inc",,Open,08/08/2017,,"20 to 99",3,"FL, VA"
"Salubris Biotherapeutics INC",,Open,01/20/2021,,"10 to 19",19,"MA, MD, VA"
"Salute Brands LLC",,Open,10/17/2019,,"20 to 99",1,VA
"Salute Logistics LLC",,Open,07/23/2019,,"20 to 99",1,VA
"Salveo Diagnostics",,Open,09/28/2019,,"20 to 99",2,VA
"Sam DeSanto Company, Inc.",,Open,09/14/2009,,"5 to 9",1,VA
"Sam Hill Entertainment","Sam Hill Entertainment",Open,03/03/2020,,"10 to 19",1,VA
"Sam Rust Seafood, Inc.",,Open,10/24/2016,,"20 to 99",1,VA
"Samaha Associates PC",,Open,03/15/2016,,"20 to 99",1,VA
"Samanage USA, Inc.",,Open,03/02/2016,,"20 to 99",4,"CA, MI, NC, VA"
"SamaraTech LLC",,Open,03/18/2014,,"10 to 19",2,"MD, VA"
"Samaritan Protective Services, LLC",,Open,07/03/2017,,"5 to 9",1,VA
"Samlin Consulting",,Open,09/10/2009,,"5 to 9",3,"MD, NJ, VA"
"Sampson-Bladen Oil Company Inc.",,Open,05/24/2023,,"1,000 to 2,499",1,VA
"Sams Xpress Car Wash",,Open,04/01/2020,,"500 to 999",35,"NC, SC, VA"
"Sams Xpress Car Wash LLC",,Open,06/24/2022,,"500 to 999",40,"NC, SC, VA"
"Sams Xpress Car Wash LLC",,Open,06/23/2022,,"500 to 999",49,"NC, SC, VA"
"Samsonite LLC",,Open,09/14/2020,,"500 to 999",133,"AZ, CA, CO, CT, DE, FL, GA, HI, IL, IN, LA, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NV, NY, OH, OR, PA, SC, TN, TX, UT, VA, WA, WI"
"Samsung SDS America Inc.",,Open,06/10/2019,,"100 to 499",5,"CA, NJ, TX, VA, WA"
"Samuel, Son & Co., Limited",,Open,01/10/2018,,"2,500 to 4,999",59,"AL, CA, CO, FL, GA, IL, LA, MD, MI, MN, MS, NJ, NY, OH, OK, OR, PA, SC, TN, TX, VA, WI"
"Samueli Institute",,Open,01/03/2011,,"20 to 99",3,"CA, NC, VA"
"Samvit Solutions, LLC","Samvit Solutions, LLC",Open,09/30/2011,,"5 to 9",1,VA
"Sanametrix Inc",,Open,09/21/2020,,"100 to 499",2,VA
"Sanctus, LLC",,Open,03/13/2017,,"100 to 499",4,"CA, MI, VA"
"Sandbox Family Communication, Inc",,Open,03/27/2020,,"20 to 99",5,"CA, MO, SC, TX, VA"
"Sandbridge Realty, Inc.",,Open,06/03/2010,,"20 to 99",1,VA
"Sandil Consulting LLC",,Open,03/08/2010,,"5 to 9",1,VA
"SANDIL CORPORATION DBA BASKIN ROBBINS",,Open,05/18/2006,,"10 to 19",1,VA
"Sandline Discovery LLC","Sandline Global",Open,10/13/2022,,"20 to 99",1,VA
"Sandline Discovery, LLC",,Open,06/10/2022,,"20 to 99",2,"NY, VA"
"Sandoz, Inc.",,Open,11/11/2015,,"1,000 to 2,499",32,"AL, AZ, CA, CO, CT, DC, FL, GA, IL, IN, KS, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, OR, PA, SC, TN, TX, VA, WA, WI"
"Sandpiper Colonial Heights, LLC","Woodspring Colonial Heights",Open,02/09/2018,,"5 to 9",1,VA
"Sandpiper Fredericksburg","WoodSpring Fredericksburg",Open,02/06/2018,,"5 to 9",1,VA
"Sandpiper Greenbrier LLC",,Open,01/25/2018,,"5 to 9",1,VA
"Sandpiper Hospitality Management",,Open,11/12/2018,,"100 to 499",15,"GA, IL, OH, VA"
"Sandpiper Kempsville LLC",,Open,04/17/2018,,"5 to 9",1,VA
"Sandpiper Manassas, LLC","WoodSpring Suites Manassas",Open,04/19/2018,,"5 to 9",1,VA
"Sandpiper Property Management",,Open,08/16/2018,,"100 to 499",24,"IN, LA, MD, NC, NV, OH, VA"
"Sandpiper Property Management",,Open,11/07/2018,,"100 to 499",15,"GA, IL, OH, VA"
"Sandpiper Property Management",,Open,11/12/2019,,"100 to 499",1,VA
"Sandpiper Property Management, LLC.","Sandpiper Hospitality",Open,11/14/2017,,"100 to 499",43,VA
"Sandpiper Quantico LLC",,Open,04/22/2019,,"10 to 19",1,VA
"Sandpiper Richmond West, LLC",,Open,01/25/2018,,"5 to 9",1,VA
"Sandpiper Virginia Beach, LLC","WoodSpring Suites Virginia Beach",Open,04/19/2018,,"5 to 9",1,VA
"Sandras Marking Company Inc","San Mar Co",Open,04/11/2016,,"20 to 99",1,VA
"Sands Anderson PC",,Open,05/05/2023,,"100 to 499",1,VA
"Sands Capital Management, LLC",,Open,05/02/2023,,"100 to 499",1,VA
"Sands Capital Management, LLC","Sands Capital",Open,01/22/2021,,"100 to 499",3,"GA, NV, VA"
"Sandston, LLC",,Open,06/08/2021,,"100 to 499",1,VA
"Sandstone Care LLC","Sandstone Care",Open,11/11/2021,,"100 to 499",8,"CO, MD, VA"
"Sandusky Sales Group",,Open,10/17/2013,,"5 to 9",1,VA
"Sandusky Sales Group",,Open,10/21/2013,,"5 to 9",1,VA
"Sandvik Inc",,Open,08/13/2009,,"2,500 to 4,999",29,"CA, CT, FL, GA, IL, KY, MI, MN, NC, NJ, NY, OH, PA, SC, TX, VA, WA, WI"
"Sandvik Inc.",,Open,03/28/2022,,"5,000 to 9,999",33,"CA, FL, GA, IL, KY, MI, MN, NC, NV, NY, OH, PA, SC, TX, UT, VA, WA, WI"
"Sanford Clinic",,Open,04/12/2021,,"2,500 to 4,999",1030,"AL, AR, AZ, CA, CO, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, WA, WI, WV"
"Sanford Federal DBA FAR Group",,Open,01/27/2023,,"5 to 9",1,VA
"Sanford Health",,Open,04/13/2021,,"10,000 and over",980,"AL, AR, AZ, CA, CO, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, WA, WI, WV"
"Sanford Health Plan",,Open,04/12/2021,,"100 to 499",1030,"AL, AR, AZ, CA, CO, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, WA, WI, WV"
"Sanibel Sunglass Company","Roosters Sunglass",Open,04/28/2017,,"20 to 99",17,"AL, AZ, FL, GA, IL, MD, NC, OK, OR, SC, VA"
"Sanitech Corporation",,Open,02/03/2010,,"5 to 9",1,VA
"SANRASOFT INC","SANRASOFT INC",Open,04/23/2011,,"5 to 9",1,VA
"Santander Holdings USA, Inc. on behalf of Amherst Pierpont Securities",,Open,10/31/2022,,"100 to 499",11,"CA, CT, DE, FL, IL, MA, NJ, NY, TX, VA"
"Santee, Inc.",,Open,10/08/2015,,"20 to 99",1,VA
"Santek Environmental of Virginia, LLC",,Open,01/06/2021,,"20 to 99",1,VA
"Santek Waste Services",,Open,09/26/2019,,"500 to 999",31,"AL, AR, GA, KY, MS, NC, TN, TX, VA"
"Santek Waste Services, LLC",,Open,04/13/2015,,"500 to 999",27,"AL, AR, GA, KY, MS, NC, TN, TX, VA"
"SANZ INC.",,Open,06/14/2007,,"20 to 99",6,"CA, CO, TX, VA, WA"
"SAP National Security Services",,Open,08/11/2021,,"500 to 999",1,VA
"Sapient Government Services, Inc.",,Open,01/10/2012,,"100 to 499",1,VA
"SapientONE, The Revolutionizing HUMAN Work Company",SapientONE,Open,07/13/2022,,"10 to 19",1,VA
"Saporito Inc.",,Open,08/31/2021,,"20 to 99",1,VA
"Saporito Oakton Inc.",,Open,08/31/2021,,"20 to 99",1,VA
"Sapot Systems Inc",,Open,08/24/2008,,"20 to 99",2,"TX, VA"
"SAPPHIRE SOFTWARE SOLUTIONS INC",,Open,02/23/2012,,"100 to 499",2,"CA, VA"
"SARAS MENTORING CENTER, INC.",,Open,11/04/2009,,"20 to 99",1,VA
"Sarasu, LLC",,Open,09/27/2018,,"5 to 9",1,VA
"Saratoga Medical Center, Inc.",,Open,06/09/2009,,"100 to 499",2,"NY, VA"
"Sarga Solutions Inc",,Open,02/23/2009,,"20 to 99",1,VA
"Sargent & Lundy, LLC",,Open,12/27/2007,,"1,000 to 2,499",25,"AZ, CA, CO, DE, FL, IL, MD, NC, NH, NJ, NM, PR, TN, TX, VA, WA, WY"
"Sarnova HC, LLC",,Open,08/15/2016,,"500 to 999",58,"AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
"Sarum LLC",,Open,08/20/2010,,"20 to 99",1,VA
"Sarum, LLC (G5H)",,Open,03/16/2009,,"10 to 19",1,VA
"Sas Concepts Inc",,Open,03/11/2021,,"5 to 9",2,"MD, VA"
"SAS Institute Corp",,Open,04/18/2008,,"5,000 to 9,999",42,"AZ, CA, CO, CT, FL, GA, IL, IN, LA, MA, MD, MI, MN, MO, NC, NE, NJ, NY, OK, OR, PA, TN, TX, VA, WA, WI"
"Sasaki Evolutionary Integration Services (SEIS), LLC",,Open,12/30/2019,,"20 to 99",7,"CA, CO, NC, NM, TN, TX, VA"
"Satcom Direct Inc",,Open,09/09/2020,,"100 to 499",7,"CA, CT, FL, GA, OH, VA, WA"
"Satelles Inc.","Satelles Inc.",Open,11/06/2018,,"10 to 19",6,"CA, CO, IL, VA"
"SATELLES, INC.",,Open,03/24/2020,,"20 to 99",1,VA
"Satin Solutions",,Open,01/19/2011,,"20 to 99",1,VA
"SATSS LLC",,Open,11/17/2022,,"10 to 19",1,VA
"SATSYIL CORP",,Open,08/25/2014,,"10 to 19",2,"IL, VA"
"Saudi Arabian Airlines",Saudia,Open,03/02/2017,,"20 to 99",7,"CA, NY, TX, VA"
"Sauer Brands, Inc.",,Open,07/26/2019,,"500 to 999",4,"CA, KS, SC, VA"
"Sauer Construction - Newport News",,Open,03/09/2007,,"5 to 9",1,VA
"Sauer Group, Inc. - Dahlgren",,Open,01/25/2012,,"20 to 99",1,VA
Sauer-SE-Dahlgren,,Open,11/03/2010,,"10 to 19",1,VA
